complaint_text,category,department,priority,resolution_time_days
"Gomti Nagar Lucknow facing no buses continuously for 3 days, urgent action needed. RefH89",Public Transport,Transport Department,High,1
"Bopal Ahmedabad has transport issue sometimes, response is slow and there is delay. RefM187",Public Transport,Transport Department,Medium,5
"Please improve token not generated in Kankarbagh Patna, this is a minor suggestion. RefL49",Government Services,Revenue Department,Low,14
"Indiranagar Bengaluru has voltage issue sometimes, response is slow and there is delay. RefM30",Electricity,Electricity Board,Medium,6
"In Behala Kolkata we have severe application pending for 4 days, please fix urgently. RefH77",Government Services,Revenue Department,High,2
"Rajendra Nagar Patna facing bad roads continuously for 4 days, urgent action needed. RefH32",Roads & Infrastructure,PWD,High,3
"Average level garbage seen in Viman Nagar Pune, issue pending from 2 days. RefM302",Sanitation & Garbage,Municipal Corporation,Medium,7
"In Andheri East Mumbai we have severe bus delay for 7 days, please fix urgently. RefH383",Public Transport,Transport Department,High,1
"Small inconvenience in Thane West because of verification not completed, kindly review. RefL14",Government Services,Revenue Department,Low,11
"Please improve potholes in Kankarbagh Patna, this is a minor suggestion. RefL165",Roads & Infrastructure,PWD,Low,9
"Whitefield Bengaluru facing bad roads continuously for 7 days, urgent action needed. RefH389",Roads & Infrastructure,PWD,High,2
"In Ameerpet Hyderabad, transport issue is moderate but regular from last 1 days. RefM138",Public Transport,Transport Department,Medium,6
"Small inconvenience in Karol Bagh Delhi because of litter, kindly review. RefL330",Sanitation & Garbage,Municipal Corporation,Low,9
"Adyar Chennai has no water sometimes, response is slow and there is delay. RefM157",Water Supply,Municipal Corporation,Medium,4
"Routine complaint from Kothrud Pune on no doctor, not urgent but needs attention. RefL160",Healthcare,Health Department,Low,7
"T Nagar Chennai facing bus delay continuously for 6 days, urgnt action needed. RefH292",Public Transport,Transport Department,High,1
"Since 9 days in Sector 21 Gurugram, application pending and service is completely down. RefH196",Government Services,Revenue Department,High,3
"Please improve blackout in Vaishali Ghaziabad, this is a minor suggestion. RefL156",Electricity,Electricity Board,Low,15
There is transport style delay in service at Hinjewadi Pune due to broken roads. RefM193,Roads & Infrastructure,PWD,Medium,5
"Andheri East Mumbai has dirty sometimes, response is slow and there is delay. RefM36",Sanitation & Garbage,Municipal Corporation,Medium,5
"record mismatch not working in Aliganj Lucknow from 6 days, situation is very high impact. RefH119",Government Services,Revenue Department,High,2
"Perungudi Chennai has medical problem sometimes, response is slow and there is delay. RefM335",Healthcare,Health Department,Medium,4
"Since 9 days in Gachibowli Hyderabad, waste and service is completely down. RefH1",Sanitation & Garbage,Municipal Corporation,High,3
"Since 7 days in Perungudi Chennai, dump and service is completely down. RefH246",Sanitation & Garbage,Municipal Corporation,High,2
"When possible, improve bus delay at Miyapur Hyderabad; issue is low priority now. RefL110",Public Transport,Transport Department,Low,8
"Average level appointment slot delay seen in Perungudi Chennai, isssue pending from 1 days. RefM161",Government Services,Revenue Department,Medium,5
"In Indiranagar Bengaluru we have severe late buses for 8 days, please fix urgently. RefH481",Public Transport,Transport Department,High,2
"Since 8 days in Gachibowli Hyderabad, verification not completed and service is completely down. RefH322",Government Services,Revenue Department,High,2
"Small inconvenience in Ameerpet Hyderabad because of no doctor, kindly review. RefL125",Healthcare,Health Department,Low,11
"trash not working in Mansarovar Jaipur from 8 days, situation is very high impact. RefH330",Sanitation & Garbage,Municipal Corporation,High,1
"T Nagar Chennai facing potholes continuously for 4 days, urgent action needed. RefH431",Roads & Infrastructure,PWD,High,2
"Since 8 days in Dwarka Delhi, dirty and service is completely down. RefH442",Sanitation & Garbage,Municipal Corporation,High,3
"In Whitefield Bengaluru we have severe blackout for 4 days, please fix urgently. RefH9",Electricity,Electricity Board,High,2
"Average level bad roads seen in Howrah Maidan, issue pending from 1 days. RefM487",Roads & Infrastructure,PWD,Medium,7
"Small inconvenience in Andheri East Mumbai because of late buses, kindly review. RefL383",Public Transport,Transport Department,Low,12
"Please improve no buses in Nerul Navi Mumbai, this is a minor suggestion. RefL47",Public Transport,Transport Department,Low,13
"Small inconvenience in Karol Bagh Delhi because of certificate not updated, kindly review. RefL399",Government Services,Revenue Department,Low,10
"Average level medical problem seen in Rajendra Nagar Patna, issue pending from 1 days. RefM195",Healthcare,Health Department,Medium,6
"Kakadeo Kanpur has water shortage sometimes, response is slow and there is delay. RefM423",Water Supply,Municipal Corporation,Medium,4
"Shivajinagar Pune facing blackout continuously for 7 days, urgent action needed. RefH198",Electricity,Electricity Board,High,1
"Routine complaint from Noida Sector 62 on verification not completed, not urgent but needs attention. RefL497",Government Services,Revenue Department,Low,10
"Civil Lines Prayagraj facing appointment slot delay continuously for 9 days, urgent action needed. RefH63",Government Services,Revenue Department,High,1
"blackout not working in Patia Bhubaneswar from 7 days, situation is very high impact. RefH485",Electricity,Electricity Board,High,2
"Perungudi Chennai has bus delay sometimes, response is slow and there is delay. RefM103",Public Transport,Transport Department,Medium,4
"Please improve no doctor in Noida Sector 62, this is a minor suggestion. RefL13",Healthcare,Health Department,Low,15
"Since 6 days in Rajendra Nagar Patna, transport issue and service is completely down. RefH271",Public Transport,Transport Department,High,3
"When possible, improve no doctor at Whitefield Bengaluru; issue is low priority now. RefL349",Healthcare,Health Department,Low,12
"Average level certificate not updated seen in T Nagar Chennai, issue pending from 1 days. RefM392",Government Services,Revenue Department,Medium,3
"In Howrah Maidan we have severe water shortage for 3 days, plese fix urgently. RefH66",Water Supply,Municipal Corporation,High,2
"Sector 21 Gurugram has power cut sometimes, response is slow and there is delay. RefM387",Electricity,Electricity Board,Medium,5
"Small inconvenience in Saket Delhi because of verification not completed, kindly review. RefL231",Government Services,Revenue Department,Low,14
"Routine complaint from Karol Bagh Delhi on water shortage, not urgent but needs attention. RefL423",Water Supply,Municipal Corporation,Low,7
"Please improve medical problem in Nerul Navi Mumbai, this is a minor suggestion. RefL496",Healthcare,Health Department,Low,12
"In Banashankari Bengaluru, no water is moderate but regular from last 2 days. RefM479",Water Supply,Municipal Corporation,Medium,3
"Routine complaint from Indiranagar Bengaluru on potholes, not urgent but needs attention. RefL396",Roads & Infrastructure,PWD,Low,9
"Kothrud Pune has litter sometimes, response is slow and there is delay. RefM274",Sanitation & Garbage,Municipal Corporation,Medium,5
"Dwarka Delhi facing certificate not updated continuously for 7 days, urgent action needed. RefH210",Government Services,Revenue Department,High,1
"Since 4 days in Adyar Chennai, no buses and service is completely down. RefH432",Public Transport,Transport Department,High,2
"When possible, improve potholes at Karol Bagh Delhi; issue is low priority now. RefL214",Roads & Infrastructure,PWD,Low,13
"Dwarka Delhi facing supply problem continuously for 4 days, urgent action needed. RefH24",Water Supply,Municipal Corporation,High,1
"Salt Lake Kolkata facing broken roads continuously for 3 days, urgent action needed. RefH158",Roads & Infrastructure,PWD,High,1
"Miyapur Hyderabad facing token not generated continuously for 8 days, urgent action needed. RefH126",Government Services,Revenue Department,High,1
"In Patia Bhubaneswar we have severe bus delay for 3 days, please fix urgently. RefH341",Public Transport,Transport Department,High,1
"hospital issue not working in Andheri East Mumbai from 5 days, situation is very high impact. RefH328",Healthcare,Health Department,High,1
"Indiranagar Bengaluru has road damage sometimes, response is slow and there is delay. RefM200",Roads & Infrastructure,PWD,Medium,7
"Routine complaint from Noida Sector 62 on bad roads, not urgnt but needs attention. RefL487",Roads & Infrastructure,PWD,Low,9
"Average level blackout seen in Rajendra Nagar Patna, issue pending from 2 days. RefM51",Electricity,Electricity Board,Medium,4
"Adyar Chennai facing garbage continuously for 6 days, urgent action needed. RefH22",Sanitation & Garbage,Municipal Corporation,High,2
"Since 9 days in Karol Bagh Delhi, no water and service is completely down. RefH290",Water Supply,Municipal Corporation,High,1
"In Perungudi Chennai, power cut is moderate but regular from last 2 days. RefM2",Electricity,Electricity Board,Medium,7
"In Perungudi Chennai we have severe water shortage for 6 days, plese fix urgently. RefH17",Water Supply,Municipal Corporation,High,3
"pipeline issue not working in Ameerpet Hyderabad from 5 days, situation is very high impact. RefH3",Water Supply,Municipal Corporation,High,2
"In Thane West we have severe water shortage for 6 days, please fix urgently. RefH227",Water Supply,Municipal Corporation,High,2
"Behala Kolkata facing no doctor continuously for 3 days, urgent action needed. RefH377",Healthcare,Health Department,High,3
"pipeline issue not working in Viman Nagar Pune from 6 days, situation is very high impact. RefH360",Water Supply,Municipal Corporation,High,3
"Please improve voltage issue in Miyapur Hyderabad, this is a minor suggestion. RefL324",Electricity,Electricity Board,Low,15
"Patia Bhubaneswar facing supply problem continuously for 5 days, urgent action needed. RefH388",Water Supply,Municipal Corporation,High,1
"supply problem not working in Civil Lines Prayagraj from 5 days, situation is very high impact. RefH332",Water Supply,Municipal Corporation,High,2
"Small inconvenience in Miyapur Hyderabad because of outage, kindly review. RefL30",Electricity,Electricity Board,Low,12
"Gomti Nagar Lucknow facing bad roads continuously for 5 days, urgent aciton needed. RefH165",Roads & Infrastructure,PWD,High,1
"Average level bus delay seen in Behala Kolkata, issue pending from 2 days. RefM341",Public Transport,Transport Department,Medium,4
"In Indiranagar Bengaluru, dump is moderate but regular from last 1 days. RefM22",Sanitation & Garbage,Municipal Corporation,Medium,5
"Since 6 days in Aliganj Lucknow, appointment slot delay and service is completely down. RefH7",Government Services,Revenue Department,High,2
"In Thane West we have severe water shortage for 6 days, please fix urgently. RefH486",Water Supply,Municipal Corporation,High,2
"When possible, improve no doctor at Perungudi Chennai; issue is low priority now. RefL55",Healthcare,Health Department,Low,14
