complaint_text,category,department,priority,resolution_time_days
possible improve road damage shivajinagar pune issue low priority refl,Roads & Infrastructure,PWD,Low,13
hinjewadi pune electricity moderate regular last day refm,Electricity,Electricity Board,Medium,7
since day kothrud pune pothole service completely refh,Roads & Infrastructure,PWD,High,3
patia bhubaneswar application pending moderate regular last day refm,Government Services,Revenue Department,Medium,7
salt lake kolkata pothole moderate regular last day refm,Roads & Infrastructure,PWD,Medium,5
small inconvenience vaishali ghaziabad supply problem kindly review refl,Water Supply,Municipal Corporation,Low,10
thane west facing medical problm continuously day urgent action needed refh,Healthcare,Health Department,High,2
gomti nagar lucknow bus delay sometimes response slow delay refm,Public Transport,Transport Department,Medium,4
howrah maidan severe voltage issue day please fix urgently refh,Electricity,Electricity Board,High,1
salt lake kolkata transport issue moderate regular last day refm,Public Transport,Transport Department,Medium,7
since day kothrud pune hospital issue service completely refh,Healthcare,Health Department,High,3
transport style dely service shivajinagar pune due appointment slot delay refm,Government Services,Revenue Department,Medium,4
vaishali ghaziabad severe blackout day please fix urgently refh,Electricity,Electricity Board,High,2
transport style delay service miyapur hyderabad due water refm,Water Supply,Municipal Corporation,Medium,3
banashankari bengaluru severe supply problem day please fix urgently refh,Water Supply,Municipal Corporation,High,1
indiranagar bengaluru facing unhygienic continuously day urgent action needed refh,Sanitation & Garbage,Municipal Corporation,High,2
possible improve voltage issue mansarovar jaipur issue low priority refl,Electricity,Electricity Board,Low,7
vaishali ghaziabad severe unhygienic day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,3
transport style delay service nerul navi mumbai due appointment slot delay refm,Government Services,Revenue Department,Medium,7
bopal ahmedabad voltage issue sometimes response slow delay refm,Electricity,Electricity Board,Medium,5
please improve appointment slot delay kothrud pune minor suggestion refl,Government Services,Revenue Department,Low,13
since day bopal ahmedabad record mismatch service completely refh,Government Services,Revenue Department,High,2
plese improve medical problem civil line prayagraj minor suggestion refl,Healthcare,Health Department,Low,12
routine complaint kakadeo kanpur water shortage urgent need attention refl,Water Supply,Municipal Corporation,Low,8
transport style delay service banashankari bengaluru due record mismatch refm,Government Services,Revenue Department,Medium,3
medical problem working banashankari bengaluru day situation high impact refh,Healthcare,Health Department,High,2
transport style delay service noida sector due appointment slot delay refm,Government Services,Revenue Department,Medium,5
kakadeo kanpur severe bus day please fix urgently refh,Public Transport,Transport Department,High,2
please improve voltage issue shivajinagar pune minor suggestion refl,Electricity,Electricity Board,Low,11
average level medical problem seen viman nagar pune issue pending day refm,Healthcare,Health Department,Medium,5
indiranagar bengaluru bus delay sometimes response slow ther delay refm,Public Transport,Transport Department,Medium,7
please improve late bus perungudi chennai minor suggestion refl,Public Transport,Transport Department,Low,13
average level portal status stuck seen ashok vihar delhi isssue pending day refm,Government Services,Revenue Department,Medium,3
transport style delay service rajendra nagar patna due bus delay refm,Public Transport,Transport Department,Medium,5
please improve medical problem hinjewadi pune minor suggestion refl,Healthcare,Health Department,Low,11
routine complaint sector gurugram late bus urgent need attention refl,Public Transport,Transport Department,Low,13
transport style delay service kondapur hyderabad due late bus refm,Public Transport,Transport Department,Medium,4
please improve outage perungudi chennai minor suggestion refl,Electricity,Electricity Board,Low,9
transport style delay service kondapur hyderabad due blackout refm,Electricity,Electricity Board,Medium,6
small inconvenience lalpur ranchi doctor kindly review refl,Healthcare,Health Department,Low,15
average level water seen ashok vihar delhi isssue pending day refm,Water Supply,Municipal Corporation,Medium,3
small inconvenience karol bagh delhi certificate updated kindly review refl,Government Services,Revenue Department,Low,15
doctor working laxmi nagar delhi day situation high impact refh,Healthcare,Health Department,High,2
average level pothole seen banashankari bengaluru issue pending day refm,Roads & Infrastructure,PWD,Medium,6
sector gurugram blackout moderate regular last day refm,Electricity,Electricity Board,Medium,7
adyar chennai blackout moderate regular last day refm,Electricity,Electricity Board,Medium,3
routine complaint noida sector pothole urgent need attention refl,Roads & Infrastructure,PWD,Low,8
salt lake kolkata dirty moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,7
transport style delay service anna nagar chennai due outage refm,Electricity,Electricity Board,Medium,5
since day perungudi chennai medical problem service completely refh,Healthcare,Health Department,High,1
small inconvenience ashok vihar delhi road damage kindly review refl,Roads & Infrastructure,PWD,Low,7
mayur vihar delhi unhygienic moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,6
possible improve pipeline isssue gomti nagar lucknow issue low priority refl,Water Supply,Municipal Corporation,Low,12
banashankari bengaluru facing blackout continuously day urgent action needed refh,Electricity,Electricity Board,High,3
since day lalpur ranchi broken road service completely refh,Roads & Infrastructure,PWD,High,1
small inconvenience sector gurugram bad road kindly review refl,Roads & Infrastructure,PWD,Low,9
whitefield bengaluru severe waste day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,3
nerul navi mumbai facing water shortage continuously day urgnt action needed refh,Water Supply,Municipal Corporation,High,2
routine complaint sector gurugram bad road urgent need attention refl,Roads & Infrastructure,PWD,Low,7
transport style delay service viman nagar pune due bad road refm,Roads & Infrastructure,PWD,Medium,6
rajendra nagar patna severe dump day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,3
since day gachibowli hyderabad pipeline issue service completely refh,Water Supply,Municipal Corporation,High,1
vaishali ghaziabad facing voltage issue continuously day urgent action needed refh,Electricity,Electricity Board,High,1
please improve pothole dwarka delhi minor suggestion refl,Roads & Infrastructure,PWD,Low,11
viman nagar pune transport issue sometimes response slow delay refm,Public Transport,Transport Department,Medium,7
bad road working civil line prayagraj day situation high impact refh,Roads & Infrastructure,PWD,High,1
small inconvenience mansarovar jaipur blackout kindly review refl,Electricity,Electricity Board,Low,7
outage working karol bagh delhi day situation high impact refh,Electricity,Electricity Board,High,3
routine complaint kondapur hyderabad medical problem urgent need attention refl,Healthcare,Health Department,Low,11
ameerpet hyderabad hospital issue moderate regular last day refm,Healthcare,Health Department,Medium,6
possible improve outage lalpur ranchi issue low priority refl,Electricity,Electricity Board,Low,8
possible improve medical problem patia bhubaneswar issue low priority refl,Healthcare,Health Department,Low,11
please improve hospital issue salt lake kolkata minor suggestion refl,Healthcare,Health Department,Low,15
transport style delay servce andheri east mumbai due application pending refm,Government Services,Revenue Department,Medium,5
please improve blackout anna nagar chennai minor suggestion refl,Electricity,Electricity Board,Low,15
transport style delay service mayur vihar delhi due pothole refm,Roads & Infrastructure,PWD,Medium,3
please improve blackout behala kolkata minor suggestion refl,Electricity,Electricity Board,Low,15
please improve voltage issue kondapur hyderabad minor suggestion refl,Electricity,Electricity Board,Low,15
average level blackout seen perungudi chennai issue pending day refm,Electricity,Electricity Board,Medium,3
small inconvenience kondapur hyderabad pothole kindly review refl,Roads & Infrastructure,PWD,Low,15
routine complaint perungudi chennai garbage urgent need attention refl,Sanitation & Garbage,Municipal Corporation,Low,11
salt lake kolkata medical problem sometimes response slow delay refm,Healthcare,Health Department,Medium,5
average level water shortage seen kankarbagh patna issue pending day refm,Water Supply,Municipal Corporation,Medium,3
please improve broken road kankarbagh patna minor suggestion refl,Roads & Infrastructure,PWD,Low,9
miyapur hyderabad severe doctor day please fix urgently refh,Healthcare,Health Department,High,2
please improve pothole adyar chennai minor suggestion refl,Roads & Infrastructure,PWD,Low,14
kakadeo kanpur severe late bus day please fix urgently refh,Public Transport,Transport Department,High,2
andheri east mumbai facing unhygienic continuously day urgent action needed refh,Sanitation & Garbage,Municipal Corporation,High,2
routine complaint miyapur hyderabad late bus urgent need attention refl,Public Transport,Transport Department,Low,8
please improve waste noida sector minor suggestion refl,Sanitation & Garbage,Municipal Corporation,Low,9
mayur vihar delhi severe pipeline isssue day please fix urgently refh,Water Supply,Municipal Corporation,High,3
since day mayur vihar delhi dump service completely refh,Sanitation & Garbage,Municipal Corporation,High,2
please improve doctor anna nagar chennai minor suggestion refl,Healthcare,Health Department,Low,8
average level garbage seen ameerpet hyderabad issue pending day refm,Sanitation & Garbage,Municipal Corporation,Medium,3
karol bagh delhi severe road damage day please fix urgently refh,Roads & Infrastructure,PWD,High,1
routine complaint karol bagh delhi late bus urgent need attention refl,Public Transport,Transport Department,Low,15
please improve late bus kondapur hyderabad minor suggestion refl,Public Transport,Transport Department,Low,11
transport style delay service gomti nagar lucknow due road damage refm,Roads & Infrastructure,PWD,Medium,3
ashok vihar delhi water moderate regular last day refm,Water Supply,Municipal Corporation,Medium,4
patia bhubaneswar severe appointment slot delay day please fix urgently refh,Government Services,Revenue Department,High,3
vaishali ghaziabad severe dumping day please fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,1
pipeline issue working perungudi chennai day situation high impact refh,Water Supply,Municipal Corporation,High,2
average level certificate updated seen aliganj lucknow isssue pending day refm,Government Services,Revenue Department,Medium,7
ameerpet hyderabad severe doctor day please fix urgently refh,Healthcare,Health Department,High,1
possible improve application pending adyar chennai issue low priority refl,Government Services,Revenue Department,Low,13
please improve hospital issue nerul navi mumbai minor suggestion refl,Healthcare,Health Department,Low,7
please improve late bus andheri east mumbai minor suggestion refl,Public Transport,Transport Department,Low,12
average level bad road seen lalpur ranchi issue pending day refm,Roads & Infrastructure,PWD,Medium,3
andheri east mumbai unhygienic moderate regular last day refm,Sanitation & Garbage,Municipal Corporation,Medium,7
small inconvenience laxmi nagar delhi bus delay kindly review refl,Public Transport,Transport Department,Low,13
road damage working lalpur ranchi day situation high impact refh,Roads & Infrastructure,PWD,High,1
vaishali ghaziabad late bus moderate regular last day refm,Public Transport,Transport Department,Medium,6
anna nagar chennai facing road damage continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,2
saket delhi dumping sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,5
transport style delay service kankarbagh patna due token generated refm,Government Services,Revenue Department,Medium,5
routine complaint sector gurugram bus delay urgent need attention refl,Public Transport,Transport Department,Low,13
miyapur hyderabad severe record mismatch day please fix urgently refh,Government Services,Revenue Department,High,3
since day banashankari bengaluru transport issue service completely refh,Public Transport,Transport Department,High,1
ashok vihar delhi bus moderate regular last day refm,Public Transport,Transport Department,Medium,3
possible improve electricity thane west issue low priority refl,Electricity,Electricity Board,Low,11
small inconvenience andheri east mumbai medical problm kindly review refl,Healthcare,Health Department,Low,13
possible improve voltage issue patia bhubaneswar issue low priority refl,Electricity,Electricity Board,Low,14
hinjewadi pune waste sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,6
nerul navi mumbai severe trash day plese fix urgently refh,Sanitation & Garbage,Municipal Corporation,High,3
transport style delay service kakadeo kanpur due token generated refm,Government Services,Revenue Department,Medium,3
since day bopal ahmedabad pipeline issue service completely refh,Water Supply,Municipal Corporation,High,2
medical problem working kothrud pune day situation high impact refh,Healthcare,Health Department,High,3
since day andheri east mumbai medical problem service completely refh,Healthcare,Health Department,High,3
please improve medical problem karol bagh delhi minor suggestion refl,Healthcare,Health Department,Low,11
patia bhubaneswar voltage issue moderate regular last day refm,Electricity,Electricity Board,Medium,5
transport style delay service lalpur ranchi due bus refm,Public Transport,Transport Department,Medium,3
small inconvenience viman nagar pune broken road kindly review refl,Roads & Infrastructure,PWD,Low,8
rajendra nagar patna portal status stuck moderate regular last day refm,Government Services,Revenue Department,Medium,4
routine complaint banashankari bengaluru transport issue urgent need attention refl,Public Transport,Transport Department,Low,10
rajendra nagar patna severe hospital issue day please fix urgently refh,Healthcare,Health Department,High,1
since day nagar chennai road damage service completely refh,Roads & Infrastructure,PWD,High,3
gachibowli hyderabad electricity moderate regular last day refm,Electricity,Electricity Board,Medium,4
trash working ashok vihar delhi day situation high impact refh,Sanitation & Garbage,Municipal Corporation,High,2
ashok vihar delhi severe bad road day please fix urgently refh,Roads & Infrastructure,PWD,High,3
transport issue working indiranagar bengaluru day situation high impact refh,Public Transport,Transport Department,High,1
verification completed working adyar chennai day situation high impact refh,Government Services,Revenue Department,High,3
average level road damage seen patia bhubaneswar issue pending day refm,Roads & Infrastructure,PWD,Medium,4
transport style delay service miyapur hyderabad due application pending refm,Government Services,Revenue Department,Medium,6
small inconvenience whitefield bengaluru supply problem kindly review refl,Water Supply,Municipal Corporation,Low,10
routine complaint saket delhi blackout urgent need attention refl,Electricity,Electricity Board,Low,15
please improve water shortage saket delhi minor suggestion refl,Water Supply,Municipal Corporation,Low,9
since day nerul navi mumbai dump service completely refh,Sanitation & Garbage,Municipal Corporation,High,1
since day kakadeo kanpur bus delay service completely refh,Public Transport,Transport Department,High,3
average level road damage seen karol bagh delhi issue pending day refm,Roads & Infrastructure,PWD,Medium,4
howrah maidan facing bad road continuously day urgent action needed refh,Roads & Infrastructure,PWD,High,3
routine complaint behala kolkata bus delay urgent need attention refl,Public Transport,Transport Department,Low,13
viman nagar pune severe portal status stuck day please fix urgently refh,Government Services,Revenue Department,High,2
average level water seen whitefield bengaluru issue pending day refm,Water Supply,Municipal Corporation,Medium,3
miyapur hyderabad broken road moderate regular last day refm,Roads & Infrastructure,PWD,Medium,4
please improve verification completed ashok vihar delhi minor suggestion refl,Government Services,Revenue Department,Low,14
possible improve electricity dwarka delhi issue low priority refl,Electricity,Electricity Board,Low,8
average level electricity seen lalpur ranchi isssue pending day refm,Electricity,Electricity Board,Medium,4
anna nagar chennai severe road damage day plese fix urgently refh,Roads & Infrastructure,PWD,High,2
appointment slot dely working vaishali ghaziabad day situation high impact refh,Government Services,Revenue Department,High,2
banashankari bengaluru severe broken road day plese fix urgently refh,Roads & Infrastructure,PWD,High,2
doctor working anna nagar chennai day situation high impact refh,Healthcare,Health Department,High,1
small inconvenience andheri east mumbai outage kindly review refl,Electricity,Electricity Board,Low,14
small inconvenience salt lake kolkata application pending kindly review refl,Government Services,Revenue Department,Low,14
average level transport issue seen dwarka delhi issue pending day refm,Public Transport,Transport Department,Medium,6
transport style delay service salt lake kolkata due pipeline issue refm,Water Supply,Municipal Corporation,Medium,4
please improve doctor aliganj lucknow minor suggestion refl,Healthcare,Health Department,Low,8
since day shivajinagar pune appointment slot delay service completely refh,Government Services,Revenue Department,High,2
saket delhi facing hospital issue continuously day urgnt action needed refh,Healthcare,Health Department,High,1
plese improve power cut whitefield bengaluru minor suggestion refl,Electricity,Electricity Board,Low,14
aliganj lucknow severe bad road day please fix urgently refh,Roads & Infrastructure,PWD,High,1
civil line prayagraj pothole sometimes response slow delay refm,Roads & Infrastructure,PWD,Medium,5
transport style delay service gachibowli hyderabad due hospital issue refm,Healthcare,Health Department,Medium,5
small inconvenience thane west litter kindly review refl,Sanitation & Garbage,Municipal Corporation,Low,8
whitefield bengaluru trash sometimes response slow delay refm,Sanitation & Garbage,Municipal Corporation,Medium,3
